q=0.8,q=1,q=1.4
0.16461715278589573,inf,inf
0.1726424229625838,inf,inf
0.16924575844752532,inf,inf
0.17449425032708632,inf,inf
0.17416585239397975,inf,inf
0.17359083303872502,inf,inf
0.1754850292350003,inf,inf
0.17530632004559976,inf,inf
0.17786144705703855,inf,inf
0.1765852160241277,inf,inf
0.17535315327884682,inf,inf
0.176524715472425,inf,inf
0.17975030079074372,inf,inf
0.1800023192625808,inf,inf
0.17616513441023152,inf,inf
0.1737697044861779,inf,inf
0.17469545237162976,inf,inf
0.17405908469503117,inf,inf
0.17390963225675193,inf,inf
0.17017929290189926,inf,inf
0.16544168487362398,inf,inf
0.1627404832404391,inf,inf
0.1620481447485993,inf,inf
0.1573349149916652,inf,inf
0.15333444762196002,inf,inf
0.1514701390038642,inf,inf
0.14967503134741023,inf,inf
0.1500038041013596,inf,inf
0.1474369235041948,inf,inf
0.14611064414443398,inf,inf
0.14433678800793714,inf,inf
0.14444598157433397,inf,inf
0.14381093260358213,inf,inf
0.14352714406677158,inf,inf
0.14398749448042736,inf,inf
0.14148558332449745,inf,inf
0.14026021933116617,inf,inf
0.1394962794664636,inf,inf
0.13872468014882955,inf,inf
0.13729387463885523,inf,inf
0.1363697543739022,inf,inf
0.13600527199590928,inf,inf
0.13548732612965608,inf,inf
0.13493688716478935,inf,inf
0.13332572413574084,inf,inf
0.1316081535342093,inf,inf
