q=0.8,q=1,q=1.4
-0.011675423895042059,-0.0017544851522757199,-0.01161295485417213
-0.013301154328928533,0.0024800926004218127,0.01610139499939578
-0.013597833164169515,-0.0027621671113706725,0.0007358548054980929
-0.0069990799609627175,-0.005561714219197711,0.02157553914315713
-0.010709244558142927,-0.004198619859437258,0.0010629143454821133
-0.007479993770175497,-0.006617936031773297,0.003577395926186
-0.0023031357457625745,-0.004170983704057107,0.03307842876608902
-0.0025114187643566765,-0.0005496934788880026,0.021864774984351243
-0.027864079642597517,-0.004869066056755855,-0.001680122708307863
-0.011486722140034544,-0.0038817092660110575,-0.0016224625128415937
-0.009425616408975657,-0.0033517735301415996,-0.013868190547782433
-0.005513989355620197,-0.002583485035927424,-0.02113036594789719
-0.005137941445298111,-0.004301304300611264,-0.0068829205450242625
-0.01430611826049244,-0.003897755215120924,-0.003345963719084466
-0.010331890077566186,-0.005670424973232002,-0.01239441259326668
-0.007428133664006964,-0.003769798477094355,0.015994216588751442
-0.012780055627047204,-0.003809642468979746,0.014530820906600184
-0.015679452778613268,-0.007175173827022263,0.006698381709895784
-0.009300351770832549,-0.003859357020758125,-0.00569748338006093
-0.00518572556785557,-0.003164274952894175,0.00015399361711843085
-0.003015411934882195,-0.0010325458175088897,-0.002753101272958247
-0.012633973757374406,0.0007650798059444242,-0.008260994897398177
-0.0198763802219446,-0.001979422916178919,-0.003332452676943376
-0.015704129403616207,-0.0016300039333714267,-0.0015485983964254046
-0.008863388173722342,-0.0013097190243911427,-0.0029739333481870744
-0.0037359377535608473,-0.002775499491406208,-0.011054647453192956
-0.0036359687238700644,-0.003455922028308578,-0.0019366112299508131
-0.003115791867344342,-0.0034802587560989195,0.008508252195895238
-0.009165552941453825,-0.000891762976436894,0.0015614899459706066
-0.010686649039143958,-0.0006470268614862107,0.006061348902790087
-0.013396845798865797,0.0003757036197953312,0.006541295103829725
-0.014424245441659878,-0.002247024213943405,0.003724910869323139
-0.013765923332982766,-0.0023205710981528682,0.004040164586285755
-0.009736361791283343,-0.003281173866412246,-0.002736312877061664
-0.013723191107715138,-0.0028228142186321747,-0.0007614050509232584
-0.008236435031165001,-0.000487837367074917,0.007465771046327063
-0.011286739400361512,-0.0017212905535757272,-0.003244127424125054
-0.010246939274225042,-0.0015495273398187237,-0.007064579179939301
-0.006513314730625552,-0.000501110559071094,0.005341174107968527
-0.011220729129718165,-0.00036512634181917747,0.004746831805050533
-0.01208540633422217,0.0004693384391885047,0.005639440983372879
-0.014369938110291969,-0.0015331143349044396,0.005817954772453504
-0.010602042545656332,-0.0014736223436671025,0.011510557642054664
-0.013387863935690802,-0.002788171666679773,0.008468495431998235
-0.011659617497514319,-0.0034565630417091597,0.011991420593744806
-0.011434444463191085,-0.00364160318457607,0.013705660560219712
