datetime,S&P500,Apple,Alphabet,Facebook
2021-09-01 15:32:00,-0.00011697390722731734,0.0035792183461539765,0.0005025696560600168,0.002577049916807277
2021-09-01 15:33:00,0.00017876591974674513,0.0024654524913022636,0.001722653311446156,0.00021007851761830842
2021-09-01 15:34:00,-0.0002979609560768191,-0.0002592352574465743,-0.0006667033485895134,0.0003412834917549567
2021-09-01 15:35:00,-5.739527020407591e-05,0.0018779348242001143,0.0006529613747610195,0.0009707082996956061
2021-09-01 15:36:00,-0.00013246319750191988,0.0012284616680849425,-0.00023707877826496197,-0.00020980304815895374
2021-09-01 15:37:00,-0.0001391052443816152,-0.0019403666911942965,-0.00019589008910336742,0.0002360253344816493
2021-09-01 15:38:00,-4.416356417679855e-06,-6.474377652721554e-05,-0.0002715602528106323,-0.0005508124622875367
2021-09-01 15:39:00,4.857884789600125e-05,-0.0014254246290676897,-0.0008529723851455433,-0.0007086335480193572
2021-09-01 15:40:00,-0.0002075806701266952,0.002072673842602525,0.0009561052168864354,0.0006823968139666203
2021-09-01 15:41:00,6.404544136685414e-05,0.0007761464719230236,0.00033682647912025083,-7.871433260860627e-05
2021-09-01 15:42:00,-0.00044177612388451577,-0.0017471774593724773,-0.0006359409992344748,-0.0006299378144739854
2021-09-01 15:43:00,0.00030042899719197693,-0.00025910092125774653,0.00035067694761595827,0.0009185267477795861
2021-09-01 15:44:00,0.0003246269303231973,0.0004533825654916566,0.0016211411298246699,0.0007080017602457276
2021-09-01 15:45:00,0.00020973686930906158,0.0001295001296809087,0.00013040136184959913,-0.0006293101395511272
2021-09-01 15:46:00,3.973466077054896e-05,-0.00019425648392103513,0.0001612623759500773,0.0004458022547510789
2021-09-01 15:47:00,0.00018320051347390972,0.0005826562816571957,0.0011178281011869717,0.0007862253726806296
2021-09-01 15:48:00,0.0001059319697052086,0.00025884941579865583,4.112321200285352e-05,0.0004190675807792428
2021-09-01 15:49:00,-3.751628924618909e-05,-0.00012941633252182798,0.00040771367416298865,2.618589366056367e-05
2021-09-01 15:50:00,0.0001324041506221943,-0.00019415590780336937,0.0003459123300864579,0.0001309191837749719
