q=0.8,q=1,q=1.4
1.4276282032790863,1.4508156484249657,1.4712644034011397
1.4439621273596366,1.4670816935416724,1.485222091266266
1.451721504074463,1.4793823112021691,1.5009433228208842
1.460631893349822,1.4898152802742057,1.5131912983112255
1.4599251048817816,1.488853442382709,1.5118026912784952
1.4513544796582671,1.4817066405881096,1.5051749031017874
1.4502952782424146,1.4829370075376413,1.5074257832605458
1.4489203108305944,1.481109667029882,1.504285680494636
1.447411766284576,1.4784823060222703,1.498442061144928
1.4476785215908112,1.4790455086871255,1.4986836874298302
1.4443747520393515,1.4752122174710856,1.493574836573595
1.4462787202292198,1.4777739679639161,1.4964148000891662
1.448940531996234,1.4814727507149037,1.5000426456688274
1.4458492317857647,1.4794489466017886,1.4977120283925291
1.4453795491865105,1.4800314760290796,1.498182600767331
1.4460435762664865,1.4806312125598922,1.497656905425492
1.4469064817141124,1.482299370697211,1.500253536218171
1.448417994369752,1.4843009007812178,1.5025483969279652
1.4464245908222697,1.483526848591982,1.5028843158004062
1.4447730567373345,1.4821351019539453,1.5011021941208025
1.4431276722670763,1.4804279982847497,1.4985317585406754
1.441337582646561,1.4785970619244413,1.496132371121643
1.4410520103191438,1.4786278548512843,1.496154781158566
1.4383047163314568,1.4767071244333376,1.4951237490343825
1.4357563977619723,1.4738333934441563,1.4914599285853303
1.4337484833043597,1.4728312169401665,1.491278203756508
1.4320432785238069,1.4721746871318206,1.4912379444155128
1.4320321666676321,1.47250573284059,1.491368231995727
1.4316528831669348,1.4730611221058467,1.4930711325624486
1.4326617092328764,1.4747625328750793,1.495159945646071
1.4312896724880915,1.4737138702932775,1.4941605727448461
1.4303992783994293,1.473065784005522,1.4934952115791038
1.4287303415619608,1.4717013060860147,1.4921098209989516
1.4258385612718705,1.4692131921482297,1.4897307256370116
1.4236069530504096,1.4676673620446223,1.48861177686973
1.4225323244537584,1.466526106748674,1.4870644516101699
1.4219439126764186,1.4662079977299083,1.4870756204680617
1.4214368167728857,1.4660635674771463,1.4873383281873345
1.4207007957564812,1.4654807325301,1.4870227473947892
1.4193184111722505,1.46477249506626,1.4868079393931346
1.418922550173452,1.4646667336273982,1.4870166443240969
1.4175574268485267,1.4635110221671663,1.485921333149097
1.4157666956270631,1.461805706089578,1.484183615514258
1.412794843863102,1.4594391909993476,1.482306611503116
1.4104299320145426,1.4570550927077779,1.4797169910295604
1.408920554559682,1.4561361340737875,1.4791760364374902
