m,mean ERTE,std ERTE
1,nan,nan
5,0.07403692674181883,0.0
10,0.07981988318375954,0.0
15,0.026008378608906924,0.0
20,0.09415666594486538,0.0
25,0.05563482984348411,0.0
30,0.004294215580443961,0.0
35,0.10761480491834163,0.0
40,0.06582886353754702,0.0
45,0.2113552172833124,0.0
50,0.038603229232080594,0.0
55,0.3974750750853673,0.0
60,0.041369036271476034,0.0
