m,mean ERTE,std ERTE
1,nan,nan
5,0.03355687892830872,0.0
10,0.051113385741501816,0.0
15,0.04409335954997573,0.0
20,0.04156393160545235,0.0
25,0.10686579212375591,0.0
30,0.05816472613497581,0.0
35,0.09887437020870493,0.0
40,0.05056959348900136,0.0
45,0.2407573960935565,0.0
50,-0.0027084732406592593,0.0
55,0.2770068192162398,0.0
60,0.14743175892590443,0.0
65,0.12840160164159897,0.0
